iter	TotalF1	MultiClass
326	0.1737923081	1.929449916
327	0.1737423871	1.929430414
328	0.1737601369	1.929418555
329	0.173888736	1.929388411
330	0.1738705383	1.929383707
331	0.1738543415	1.929380495
332	0.1738838295	1.929362247
333	0.1739699664	1.92933424
334	0.1740555711	1.929301147
335	0.1741019986	1.929267047
336	0.1741976217	1.929233321
337	0.1741910961	1.929206297
338	0.174301419	1.929176249
339	0.1743478794	1.929169105
340	0.1743863547	1.929154131
341	0.1743753063	1.92914953
342	0.1745930288	1.929116906
343	0.1745262059	1.929104643
344	0.1745630133	1.929084261
345	0.1746663088	1.929048284
346	0.1745967926	1.929027863
347	0.1746480667	1.929010336
348	0.1746936629	1.928996349
349	0.1747652476	1.92897661
350	0.1747904954	1.928946351
351	0.1748577812	1.928934132
352	0.1750067623	1.928916901
353	0.1750193886	1.928882637
354	0.1749919436	1.928874429
355	0.1751612843	1.928861048
356	0.1751922009	1.928850479
357	0.1751791777	1.928819059
358	0.1752415502	1.928784632
359	0.1752507874	1.928776435
360	0.1751095831	1.92876417
361	0.1751955046	1.92875276
362	0.175171356	1.928750808
363	0.1751684397	1.928749684
364	0.1751694651	1.928745301
365	0.1752572543	1.92872168
366	0.1753139275	1.928715573
367	0.1753386823	1.928708718
368	0.1754656817	1.928682488
369	0.175407884	1.928664009
370	0.1754176628	1.92865609
371	0.1754107468	1.928623435
372	0.1754958341	1.928604582
373	0.1755214532	1.928590155
374	0.1756421491	1.92856056
375	0.1758168133	1.928525503
376	0.1758747671	1.928487681
377	0.1759536552	1.928478161
378	0.1759614563	1.928476538
379	0.1759549333	1.928451935
380	0.1759323148	1.92842704
381	0.1759793364	1.92841648
382	0.1759598324	1.928402349
383	0.1759603703	1.928400753
384	0.1760694276	1.928365389
385	0.1760855742	1.928332063
386	0.1760574678	1.928319167
387	0.1761365241	1.928301966
388	0.1762222077	1.928288521
389	0.1761718709	1.928278996
390	0.1762300038	1.928260376
391	0.1762304861	1.928252737
392	0.1762549462	1.92824328
393	0.1763487008	1.928214312
394	0.1763511629	1.928208521
395	0.1763948968	1.928186676
396	0.1763880631	1.928185402
397	0.1765582539	1.928151258
398	0.1765248781	1.928136342
399	0.1766462724	1.928108659
400	0.1767089327	1.928070505
401	0.1767148624	1.928046641
402	0.1767475336	1.928036438
403	0.1767355087	1.928020709
404	0.176770125	1.928015422
405	0.1768851562	1.927980507
406	0.1770186534	1.927945564
407	0.1770383052	1.927924174
408	0.1771164109	1.927896839
409	0.177049408	1.927892431
410	0.1770651721	1.927883842
411	0.1771106669	1.927858478
412	0.1771577315	1.927829701
413	0.1772547025	1.927826943
414	0.1774156772	1.92779267
415	0.1774822851	1.927773357
416	0.177489616	1.927752242
417	0.1775452995	1.92773506
418	0.177519133	1.927725774
419	0.1776044659	1.927696227
420	0.1776020362	1.927692341
421	0.1776305151	1.927685099
422	0.1775903065	1.927672259
423	0.1775814256	1.927646256
424	0.1776301697	1.927620627
425	0.1776729658	1.927615779
426	0.1776740671	1.927613958
427	0.1777119723	1.927581382
428	0.1778436589	1.927549748
429	0.1778740004	1.927520518
430	0.1779194667	1.92750639
431	0.1779348825	1.92748917
432	0.1779048095	1.92747927
433	0.177903079	1.927475349
434	0.1780426716	1.927466383
435	0.1780309711	1.927449095
436	0.1780633506	1.927417727
437	0.1780245749	1.927414578
438	0.1780635252	1.927408926
439	0.1780824231	1.927378689
440	0.1780806605	1.927377099
441	0.1781381701	1.927367803
442	0.1781457834	1.927361931
443	0.1780948879	1.927360114
444	0.178093844	1.927357267
445	0.1781623621	1.927336896
446	0.1781101178	1.927327424
447	0.1781855019	1.927314275
448	0.1782445514	1.927295818
449	0.1782676412	1.92727005
450	0.178339521	1.927240046
451	0.1783100865	1.927226652
452	0.1783693185	1.927217636
453	0.1783667827	1.927216141
454	0.1784338095	1.92720185
455	0.1785281779	1.927175258
456	0.1783738904	1.927161448
457	0.1783532503	1.927148261
458	0.1783475689	1.927146648
459	0.1783487182	1.92714478
460	0.1784743527	1.927116715
461	0.1785525892	1.927082073
462	0.1786013293	1.927053195
463	0.1786083772	1.927049617
464	0.1786374574	1.92703701
465	0.1786479793	1.927013896
466	0.1786517032	1.927004536
467	0.1786526271	1.927002803
468	0.1787210508	1.926978677
469	0.1787633319	1.926966973
470	0.1788285262	1.926958498
471	0.1788944513	1.926946307
472	0.1789071258	1.926925845
473	0.1789477735	1.92689995
474	0.1789017427	1.926862954
475	0.1789996682	1.92684732
476	0.1789301594	1.926835151
477	0.1789202808	1.926813919
478	0.179066089	1.926778859
479	0.1790354847	1.926771856
480	0.1791121083	1.926749985
481	0.1792680001	1.92672027
482	0.1791988372	1.92669752
483	0.1792099515	1.926693405
484	0.1791615154	1.926687578
485	0.1791642903	1.926658664
486	0.1792938214	1.926643081
487	0.179466272	1.926610704
488	0.1795598736	1.926585775
489	0.1796996437	1.926568613
490	0.1796866529	1.926553239
491	0.1797227845	1.926524488
492	0.1797662668	1.926513868
493	0.1797730768	1.926510625
494	0.1797600405	1.926503899
495	0.1797559837	1.926499954
496	0.1797541983	1.926481732
497	0.1797508323	1.926474709
498	0.1797156612	1.926472135
499	0.179795067	1.926455575
500	0.1797424832	1.926447199
501	0.1798471526	1.92641502
502	0.1799387968	1.926392529
503	0.1800481147	1.92636767
504	0.1801275398	1.926340122
505	0.1799651799	1.926330304
506	0.1800089105	1.92630146
507	0.1800115047	1.926283874
508	0.179890607	1.926272923
509	0.1799421996	1.926240725
510	0.1801184863	1.926198377
511	0.1801237091	1.926193416
512	0.1801678431	1.926182791
513	0.1801280974	1.926152711
514	0.1801388726	1.926143489
515	0.1802671565	1.926123536
516	0.1803462171	1.926105831
517	0.180374408	1.92609547
518	0.1804215732	1.926056876
519	0.1804304858	1.926055471
520	0.1805010684	1.926027792
521	0.1806652194	1.926009672
522	0.1806592103	1.926001359
523	0.1807930336	1.925989868
524	0.1807957914	1.925959815
525	0.180838283	1.925926863
526	0.1808715262	1.925896992
527	0.1809075294	1.925880537
528	0.1808974967	1.925874674
529	0.1808837852	1.925863014
530	0.1808882499	1.925858433
531	0.1810122687	1.925846435
532	0.18101171	1.925811927
533	0.1811548669	1.92577885
534	0.1811456836	1.925770001
535	0.1811629035	1.925762727
536	0.1811274003	1.925758102
537	0.1810781977	1.925747822
538	0.18118603	1.925719788
539	0.1811964917	1.925713603
540	0.1812057506	1.925711859
541	0.1811858775	1.925684115
542	0.1812141548	1.925678383
543	0.181243011	1.925672357
544	0.1812112548	1.925640203
545	0.1812279424	1.925638038
546	0.1813838126	1.925609925
547	0.1814525868	1.925577796
548	0.1813540232	1.925551074
549	0.1813664939	1.92554789
550	0.1813915838	1.925539235
551	0.1813903354	1.925536734
552	0.1814513939	1.925519321
553	0.1815407852	1.925492607
554	0.1816340029	1.925482207
555	0.1815758875	1.925474123
556	0.1816579758	1.925440527
557	0.1816600286	1.925433806
558	0.1818325644	1.925403288
559	0.1818103666	1.925397389
560	0.1818562804	1.925379165
561	0.1818910857	1.925364221
562	0.181854551	1.925361511
563	0.1818744808	1.925355046
564	0.1818562912	1.925330688
565	0.1819433675	1.925304329
566	0.1819636768	1.925297046
567	0.1819923247	1.925266803
568	0.182092883	1.925233817
569	0.1820442659	1.925214063
570	0.1820287463	1.92520696
571	0.1820087581	1.925174551
572	0.1821064217	1.925143314
573	0.1820880427	1.92513656
574	0.1820626972	1.925123806
575	0.1820223445	1.925094206
576	0.1820355422	1.925085906
577	0.1820276609	1.925083376
578	0.1820296698	1.925083068
579	0.1819907466	1.925077257
580	0.1819888737	1.925072271
581	0.1820076886	1.925040498
582	0.1820043587	1.925016603
583	0.1820253019	1.925009988
584	0.1820151802	1.92500221
585	0.1821834516	1.924987824
586	0.1821911387	1.924974384
587	0.182255795	1.924949179
588	0.1822858992	1.924928097
589	0.1822828004	1.924912789
590	0.1822990851	1.924905675
591	0.1823581246	1.924873496
592	0.1824609843	1.924849042
593	0.1824503419	1.924836389
594	0.18244692	1.924813456
595	0.1824777813	1.92481189
596	0.1825192316	1.924800759
597	0.1825352931	1.924782008
598	0.1825627019	1.924778135
599	0.1825380826	1.924759432
600	0.1825827029	1.924741783
601	0.1825930608	1.924739249
602	0.1825545781	1.92472989
603	0.1826235103	1.924718778
604	0.1826738498	1.924714642
605	0.1827451007	1.924703388
606	0.1827135983	1.924695904
607	0.1828132856	1.924674895
608	0.1828029792	1.924661721
609	0.182831717	1.924634904
610	0.1827981569	1.924621178
611	0.182811234	1.924593324
612	0.1828483724	1.924589429
613	0.1828238976	1.924566111
614	0.1828462679	1.92454978
615	0.1828713485	1.924527241
616	0.1828977348	1.924517416
617	0.1828944633	1.924510852
618	0.1829383156	1.924482744
619	0.1830263398	1.92446217
620	0.1831410265	1.924436543
621	0.1830791715	1.924431944
622	0.1830656969	1.924421936
623	0.1830916639	1.924401208
624	0.1831322536	1.924374861
625	0.1831124836	1.924367004
626	0.1831323614	1.924342454
627	0.1832013405	1.9243145
628	0.1832098386	1.924303173
629	0.183269545	1.924294387
630	0.1833319109	1.92426016
631	0.1833779337	1.924250468
632	0.1833732123	1.924227201
633	0.1833753733	1.924225588
634	0.1833683304	1.92420431
635	0.1833669114	1.924201276
636	0.1834039828	1.924167106
637	0.1834218919	1.924139698
638	0.1834199945	1.924117945
639	0.1835287562	1.924107933
640	0.1835447381	1.924103944
641	0.1835880157	1.924091292
642	0.1836360578	1.924062885
643	0.1837613751	1.924039135
644	0.1837551176	1.924015387
645	0.183768011	1.923999863
646	0.1837254544	1.92399581
647	0.183782653	1.923975943
648	0.1838090037	1.923967611
649	0.1838271006	1.923958123
650	0.1838147794	1.923949016
651	0.1838296598	1.923931591
652	0.1838479824	1.923896737
653	0.1838464381	1.923894943
654	0.1838473441	1.923888842
655	0.1839316299	1.92387003
656	0.1839565673	1.923846552
657	0.183968508	1.923844012
658	0.1839949701	1.923818575
659	0.1840188161	1.923803016
660	0.1840248116	1.923779878
661	0.1840530671	1.923777888
662	0.1840219182	1.923745273
663	0.1840128202	1.923720028
664	0.1840033932	1.923705523
665	0.1840794569	1.923684736
666	0.1841134811	1.923673197
667	0.1841791927	1.923660837
668	0.1841795931	1.923653749
669	0.1842657543	1.923641972
670	0.1842573633	1.923637549
671	0.1842806589	1.923616933
672	0.1842709801	1.923613367
673	0.1842466685	1.9236123
674	0.1842854593	1.923597265
675	0.1842783736	1.923594796
676	0.1843118072	1.923570932
677	0.1843496329	1.923568329
678	0.1843563399	1.923555205
679	0.1843713336	1.923527053
680	0.1843628713	1.923515405
681	0.1843743855	1.923512736
682	0.184401843	1.923511138
683	0.1844629897	1.923479143
684	0.1844591185	1.923458556
685	0.1845839588	1.923429232
686	0.1845122215	1.923424116
687	0.1845237181	1.923404894
688	0.1844885048	1.923389462
689	0.1844948706	1.923382021
690	0.1845055578	1.923379682
691	0.1845877672	1.923370727
692	0.1846054294	1.923352429
693	0.1846700865	1.923342643
694	0.184704914	1.923333128
695	0.1847897448	1.923302699
696	0.1847638691	1.923301749
697	0.184822148	1.923293103
698	0.1848627531	1.9232795
699	0.184872665	1.923274993
700	0.1849462857	1.923254175
701	0.1849902972	1.923237706
702	0.1850117279	1.923211834
703	0.1850637292	1.923203208
704	0.1850263566	1.923199119
705	0.1849539598	1.923189227
706	0.1850002961	1.92315387
707	0.1850954889	1.923129722
708	0.1851196586	1.923125378
709	0.185192497	1.923106342
710	0.1851647764	1.923096353
711	0.1852276457	1.923073308
712	0.1852235766	1.923072229
713	0.185280332	1.923051242
714	0.1853396226	1.923025128
715	0.1853126176	1.923018785
716	0.1852870343	1.923002594
717	0.1853516236	1.92298699
718	0.1854209369	1.922958476
719	0.1854295042	1.922936669
720	0.1855035666	1.922915526
721	0.1854943758	1.922887423
722	0.1855548444	1.922860308
723	0.18558965	1.922841007
724	0.1856193983	1.922826583
725	0.1856683664	1.922817938
726	0.1856197852	1.922814258
727	0.1856457369	1.922792059
728	0.1855879505	1.92278318
729	0.1855726802	1.922756833
730	0.1856533499	1.92275122
731	0.1856609576	1.922745168
732	0.1856764742	1.922735838
733	0.18572556	1.922726213
734	0.1857368404	1.922718071
735	0.1857727143	1.922696512
736	0.1857744871	1.922675512
737	0.1857622957	1.922670723
738	0.1857513421	1.922654122
739	0.1858193014	1.922647279
740	0.1858061736	1.922642522
741	0.185804117	1.922636544
742	0.1858258832	1.922619939
743	0.1859072095	1.922592311
744	0.1858882067	1.922562001
745	0.1858973187	1.922549328
746	0.1859397114	1.922539608
747	0.1859960559	1.922518734
748	0.1859950008	1.922518459
749	0.1860395522	1.922502392
750	0.1860310052	1.922483771
751	0.1861520335	1.922470497
752	0.186251002	1.922446062
753	0.186250787	1.92244155
754	0.1862923584	1.922411628
755	0.1863439105	1.922400777
756	0.1864592682	1.922373865
757	0.1864232661	1.922351116
758	0.1864256511	1.922324835
759	0.1864523039	1.922307821
760	0.1865619821	1.922293674
761	0.1865499974	1.922279139
762	0.1865833888	1.922262046
763	0.1865721843	1.922239279
764	0.1865765932	1.922228445
765	0.1865745685	1.922221787
766	0.1866926525	1.922193041
767	0.1866943561	1.922190503
768	0.1866354767	1.9221685
769	0.1865983771	1.92214492
770	0.1866719276	1.922116586
771	0.1867417193	1.922083923
772	0.186730741	1.922081795
773	0.1867197048	1.922074266
774	0.1867381363	1.922068834
775	0.1867850813	1.922043596
776	0.18678347	1.922035636
777	0.1868246533	1.922022655
778	0.1868456603	1.922005882
779	0.1868706708	1.921996049
780	0.1868882267	1.921969824
781	0.1868870818	1.921955986
782	0.1869195076	1.921942423
783	0.186939641	1.921930634
784	0.1869629854	1.921911241
785	0.186927104	1.921893486
786	0.1869578099	1.921881502
787	0.1870295806	1.921871479
788	0.1870625713	1.921849841
789	0.1870415787	1.921841205
790	0.1870457126	1.921833466
791	0.1871002344	1.921815547
792	0.1871229921	1.921805153
793	0.1871103955	1.921797374
794	0.187120689	1.921769701
795	0.1871431538	1.921762326
796	0.1871739277	1.921748401
797	0.1871599511	1.921743658
798	0.1871809085	1.921724435
799	0.1871936452	1.921697315
800	0.187210662	1.921667656
801	0.1872257141	1.9216576
802	0.1872372239	1.921649635
803	0.1873357326	1.921624241
804	0.1873373409	1.921609592
805	0.1873459277	1.921608846
806	0.1873466952	1.921585591
807	0.1873938257	1.921570529
808	0.1874624496	1.921552461
809	0.1874555693	1.921537405
810	0.1874857491	1.921532826
811	0.1874852132	1.921508698
812	0.187481309	1.921504039
813	0.1875413386	1.921490263
814	0.1875588664	1.92147234
815	0.1875506965	1.921468841
816	0.1875994513	1.921456316
817	0.1875675428	1.921450521
818	0.1876998493	1.921425071
819	0.1877761377	1.921415155
820	0.1878010179	1.921380414
821	0.1878499647	1.921379017
822	0.1878471463	1.921377658
823	0.1878432055	1.921376462
824	0.1878582609	1.921373717
825	0.1879272665	1.92135801
826	0.1878870594	1.921334733
827	0.1879327162	1.921328896
828	0.1879555539	1.92132759
829	0.1879737945	1.921316621
830	0.1879479977	1.921297375
831	0.1879144079	1.921290505
832	0.1879018748	1.921274066
833	0.1880324749	1.921250608
834	0.1880230411	1.92124369
835	0.1880146501	1.921235888
836	0.1880566045	1.92122835
837	0.1881195031	1.921216922
838	0.188155301	1.921211801
839	0.1881170154	1.921198766
840	0.1881768303	1.921191242
841	0.1881710012	1.921173266
842	0.1881935669	1.921154695
843	0.1882206006	1.92114315
844	0.188205449	1.921118637
845	0.1882412018	1.92111327
846	0.1882390559	1.921102402
847	0.1882387152	1.921096067
848	0.1882557067	1.921086595
849	0.1882855888	1.921079823
850	0.1882974098	1.921073018
851	0.1883114757	1.921070211
852	0.1883115988	1.921061706
853	0.1883184725	1.921060866
854	0.1883401182	1.921041243
855	0.1884025915	1.921031266
856	0.1883742699	1.921011886
857	0.1884751543	1.920989048
858	0.1885306032	1.920967315
859	0.1885728176	1.920955672
860	0.1885866978	1.920953
861	0.1885887629	1.920948236
862	0.1885892601	1.920937984
863	0.1885874592	1.920921345
864	0.1885896967	1.920920364
865	0.1885788499	1.920919661
866	0.1886402967	1.920894662
867	0.1886544773	1.920887136
868	0.1887156718	1.920864238
869	0.1886854388	1.920845467
870	0.1887594256	1.92081574
871	0.1888353256	1.920797677
872	0.1888666532	1.920791179
873	0.188936039	1.920776712
874	0.1888360752	1.920769561
875	0.1888262647	1.920753802
876	0.1888090931	1.9207381
877	0.1888186595	1.920730439
878	0.1888763957	1.920720306
879	0.188923523	1.920697848
880	0.1889370376	1.92069576
881	0.1889732421	1.920669307
882	0.1890037875	1.920662665
883	0.1890095885	1.920661972
884	0.1890029752	1.920646
885	0.1890254795	1.920645418
886	0.1890148318	1.920637158
887	0.1890924497	1.920611294
888	0.1890924098	1.920597141
889	0.1891702359	1.92057679
890	0.1892003604	1.920547761
891	0.1892510977	1.920538536
892	0.1892395586	1.920528484
893	0.1892674612	1.920505405
894	0.1893713944	1.920475976
895	0.1893967682	1.920454275
896	0.1893931725	1.920454121
897	0.1893909841	1.920449727
898	0.189390669	1.920446872
899	0.1894074834	1.920440293
900	0.1892761157	1.92042874
901	0.1893013505	1.920421183
902	0.1892518285	1.920392328
903	0.1893010194	1.920375317
904	0.1893925841	1.920346759
905	0.1894616571	1.920318267
906	0.1894748024	1.920293924
907	0.1895564007	1.920273034
908	0.1895267588	1.920266827
909	0.1895603301	1.920246458
910	0.189574251	1.920240195
911	0.1895909353	1.920237854
912	0.1896877998	1.920223939
913	0.1896998218	1.920217744
914	0.1897099894	1.920208457
915	0.1897053425	1.920200743
916	0.1897602509	1.920177735
917	0.1897206507	1.920172817
918	0.1897598858	1.920151251
919	0.1897645161	1.920143825
920	0.1897747561	1.920128094
921	0.1897815662	1.920119556
922	0.1898198518	1.920096025
923	0.189927565	1.920068793
924	0.1899535869	1.920054301
925	0.1899244139	1.920032414
926	0.1898972659	1.920027825
927	0.1898596601	1.920008286
928	0.1898638664	1.920006891
929	0.1898562033	1.920000513
930	0.1899432745	1.919983859
931	0.1899340255	1.919978847
932	0.1899829686	1.91995904
933	0.1900178282	1.919950853
934	0.1900283688	1.919935738
935	0.1900721574	1.919924427
936	0.1900752469	1.919901698
